Book_Name,chapter,verse,sanskrit,translation,question,Commentary,English Verse,Chapter Name
Patanjali Yoga Sutras,3,13,एतेन भूतेन्द्रियेषु धर्मलक्षणावस्थापरिणामा व्याख्याताः,"Similar to this (like the above changes in consiousness), dynamic changes (due to interplay of gunas) in material objects and senses can be interpreted at three levels : funtion (dharma*), timespan (lakshana*) and condition (awastha*).",How does the changes in the material world appear as we progress in meditation? What are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,These three types of change are universal and apply to mental activity as much as to material objects and the sensory receptors by which we perceive them.,pariṇāmatrayasaṃyamādatãtānāgatajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,14,शान्तोदिताव्यपदेश्यधर्मानुपाती धर्मी,"The underlying foundation (dharmi*) remains the same, irrespective of whether it manifests in a particular form or funtion (dharma*) - before, during, or after the transformation.",What aspects of 'observation' does not change as we progress towards deeper awareness?,"Dharmî is the unchanging substance, as opposed to the changeable form (dharma). This is a key element of Patanjali’s theory of transformation (parinama).",śabdārthapratyayānāmitraretarādhyāsātsaṅkarastatpravibhāgasaṃyamāt sarva bhūtarutajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,15,क्रमान्यत्व परिणामान्यत्वे हेतुः,"These transformations (of objects/awareness) seem to occur in a specific manner, which is caused by change in sequence (of characteristics).",How does one interpret the transformation appearing while one meditates?,Sequence refers to the temporal succession of forms of the same substance. This sequence is broken up into infinitely short intervals.,saṃskārasākṣātkaraṇātpūrvajātijñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,16,परिणामत्रयसंयमादतीतानागतज्ञानम्,"By carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",How does our awareness refine as we meditate? ,"Identify the underlying substance of the object (dharmi) and then meditate on its transformations in form, time variation and condition.",pratyayasya paracittajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,17,शब्दार्थप्रत्ययानामितरेतराध्यासात्संकरस्तत्प्रविभागसंयमात्सर्वभूतरुतज्ञानम्,"The concepts of word, meaning, and perception are often intertwined, creating confusion between them. However, by paying attention to the differences between them through perfect discipline (samyama*), one can gain insights into the sounds of all living beings.",How does the discipline of Yoga/Samyama/meditation translates into increased awareness/insight? ,"The idea is to clearly understand the difference between the word, the object and the idea thereof. Take as an example the cow. The word is cow; the object is the physical animal; the idea thereof is the distinctive features of that animal versus others. Eventually samyama of this type makes the yogi supersensitive to what is meant by any sound produced by any being.",na ca tatsālambanaṃ tasyāviṣayãbhūtatvāt,Vibhūti-pāda
Patanjali Yoga Sutras,3,18,संस्कारसाक्षात्करणात्पूर्वजातिज्ञानम्,Examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,How does the ability to know the contents of the past lives gained? What powers comes with deep meditation?,"All past actions have left an impression, samskara, on the mind. By samyama on the impressions created, the actions which created them become apparent.",kāyarūpasaṃyamāttadgāhyaśaktistambhecakṣuḥprakāśāsaṃprayoge ‘ntardhānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,19,प्रत्ययस्य परचित्तज्ञानम्,It is possible to gain insight into the consciousness of another person by focusing on their perceptions (pratyaya*).,How does the power to read other's mind accquired? ,"The thoughts of another, though subtle, can also be an object of samyama. This leads to understanding the individual’s current state of mind.",sopakramaṃ nirupakramaṃ ca karma tatsaṃyamādaparāntajñānamariṣñebhyo vā,Vibhūti-pāda
Patanjali Yoga Sutras,3,20,न च तत्सालम्बनं तस्याविषयीभूतत्वात्,"However, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).", Does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,"However, what led the person to have those thoughts is not knowable as it is not currently present in the person’s mind.",maitryādiṣu balāni,Vibhūti-pāda
Patanjali Yoga Sutras,3,21,कायरूपसंयमात्तद्ग्राह्यशक्तिस्तम्भे चक्षुष्प्रकाशासंयोगेऽन्तर्धानम्,"By observing the body's physical form with perfect discipline (samyama*), it becomes invisible. This happens when the power to perceive is suspended amidst the eye and the incoming light.",How does the yogic/mysic power of invisibilty achieved? What is the science behind the power of being invisible?,This is saying one can become invisible by preventing another’s eyes from receiving the light normally reflected from your body.,baleṣu hastibalādãni,Vibhūti-pāda
Patanjali Yoga Sutras,3,22,सोपक्रमं निरुपक्रमं च कर्म तत्संयमादपरान्तज्ञानमरिष्टेभ्यो वा,The consequences of actions (karma) may manifest instantly or take time to appear. Observing one's actions with perfect discipline or studying omens can offer insight into death.,Can one accquire insight into death? How does insight into death developed by meditation?,"Karma that will fructify in this life is called prarabdha karma. Different portions of it are allotted to different time periods in the lifespan. By samyama on the respective portions that will happen sooner versus later, knowledge of one’s death is acquired. This can also be known through the reading of signs such as a specific external event coinciding with an unspoken thought.",pravṛttyālokanyāsātsūkṣmavyavahitaviprakṛṣñajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,23,मैत्र्यादिषु बलानि,"By using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",How does meditation give strength? What should one focus upon to gain strength? What is the role of friendliness in meditation? ,This Sutra refers to the virtues listed in Sutra I.33. The best way to learn a quality such as friendliness is from a friendly person. Through a psychic osmosis we can absorb that quality from them. This is a form of samyama.,bhuvanajñānaṃ sūrye saṃyamāt,Vibhūti-pāda
Patanjali Yoga Sutras,3,24,बलेषु हस्तिबलादीनि,"Through focusing (samyama*) on strengths, it is possible to acquire the powers of an elephant, etc.",How does one accquire immense strength by Yoga and meditation? Can one become physically strong by meditation?,"In the same way it was explained in the last Sutra that we can take on human virtues, we can also take on the positive quality of an animal through samyama on it.",candre tārāvyūhajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,25,प्रवृत्त्यालोकन्यासात्सूक्ष्मव्यवहितविप्रकृष्टज्ञानम्,"Being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",How does one obtain power to know remote things?  Can one know about things one cannot see by Yoga/meditation? How does one gain knowledge about secrets of body by meditation/Yoga? ,This is a specific form of samyama which involves focusing the inner light toward an external object.,dhruve tadgatijñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,26,भुवनज्ञानं सूर्ये संयमात्,"With perfect focusing (samayama*) on the sun, allows one to gain insight into the universe.",How does one gain knowledge about secrets of universe by meditation/Yoga? Can one know about secrets of universe by meditation/Yoga? ,"Vyasa states that “sun” refers to the point in the body known as the solar entrance and that the knowledge is of the planes of existence which are the earth plane, the six heavenly planes above it and the seven hellish planes of lower consciousness.",nābhicakre kāyavyūhajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,27,चन्द्रे ताराव्यूहज्ञानम्,"By using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",How does meditation on pole star affect us? Can one know about position of stars? ,The commentators state that “moon” refers to the point in the body known as the lunar entrance.,kaṇṭhakūpe kṣutpipāsānivṛttiḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,28,ध्रुवे तद्गतिज्ञानम्,Perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,Can we gain knowledge of astrology by meditation? What is the significance of meditation on stars?,"A pole star is a visible star, preferably a prominent one, that is approximately aligned with the Earth’s axis of rotation; that is, a star whose apparent position is close to one of the celestial poles, and which lies approximately directly overhead when viewed from the Earth’s North Pole or South Pole. In practice, the term pole star usually refers to Polaris, which is the current northern pole star, also known as the North Star. While other stars’ apparent positions in the sky change throughout the night, as they appear to rotate around the celestial poles, pole stars’ apparent positions remain virtually fixed.",kūrmanāḍyāṃ sthairyam,Vibhūti-pāda
Patanjali Yoga Sutras,3,29,नाभिचक्रे कायव्यूहज्ञानम्,"By using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",How does meditation on navel affect us? Can one know all about the organization of the body? Can we gain knowledge of body by meditation? What is the significance of meditation on navel? Can one know about secrets of body by meditation/Yoga? ,"By taking the plexus of nerve -organs round the navel as the central point, knowledge can be gained of the body as a whole.",mūrdhajyotiṣi siddhadarśanam,Vibhūti-pāda
Patanjali Yoga Sutras,3,30,कण्ठकूपे क्षुत्पिपासानिवृत्तिः,Focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,How does one gain control over hunger and thirst by Yoga/meditation? What is the importance of intense meditation on the pit of throat? Can one exert control over one's hunger and thirst by Yoga/meditation?,"Commentators say that when by samyama on the trachea a calm and placid feeling is gained, the feelings of hunger and thirst are also conquered.",prātibhādvā sarvam,Vibhūti-pāda
Patanjali Yoga Sutras,3,31,कूर्मनाड्यां स्थैर्यम्,Focusing with perfect discipline (samayama*) on the 'tortoise channel' (kurma naadi) helps to cultivate steadiness.,How does one achieve stability/steadiness by intense focus? Can Yoga/meditation confer stability/steadiness? What can one do to achieve stability?,The kurma nadi is an upaprana of vyana. It circulates in the skin and bones and is responsible for the movement of the eyelids. (closing and opening of the eyes).,hṛdaye cittasaṃvit,Vibhūti-pāda
Patanjali Yoga Sutras,3,32,मूर्धज्योतिषि सिद्धदर्शनम्,"Through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",How does one accquire visionary sight? How can one accquire supernatural powers? Can Yoga/meditation confer supernatural powers?,"Focusing on the intense inner light in the head, the realm of the siddhas can be accessed.",sattvapuruṣayoratyantāsaṅkãrṇayoḥ pratyayāviśeṣobhogaḥ parārthatvātsvārthasaṃyamātpuruṣajñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,33,प्रातिभाद्वा सर्वम्,"Or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",How does knowledge about everything gained? Can one know about everything? What is the importance of intuition?,Pratibha refers to the awakened state preceding discriminative knowledge—viveka khyati.,tataḥ prātibhaśrāvaṇavedanādarśāsvādavārtā jāyante,Vibhūti-pāda
Patanjali Yoga Sutras,3,34,हृदये चित्तसंवित्,"By concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",Can one know everything about mind and its functions? How does one know about mind and its functions? What is the importance of meditating on the heart (region)? ,"The heart plexus is the center of cognition— knowledge reached through intuitive, superconscious faculties rather than through intellect alone.",te samādhāvupasargā vyutthāne siddhayaḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,35,सत्त्वपुरुषयोरत्यन्तासंकीर्णयोः प्रत्ययाविशेषो भोगः परार्थात्स्वार्थसंयमात्पुरुषज्ञानम्,"Wordly perception comprises of experiences where the pure consiousness (purusha*) is misconceived as pure (sattva*) intellect, whereas both are seperate. However, wordly perception exists to serve the comprehension of the other (i.e. pure consiousness).  By concentrating with utmost discipline on the one that dwells for itself, understanding of the pure consciousness is revealed.",How does one usually perceive consciousness or awareness of the self? What is the role of 'the self' ? How does the knowledge of the 'self arises'? What is the importance of the worldly experience?,"Whereas the world exists to provide the purusha with experience and eventual liberation, the purusha simply exists for itself.",bandhakāraṇaśaithilyātpracārasaṃvedanācca cittasya paraśarãrāveśaḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,36,ततः प्रातिभश्रावणवेदनादर्शास्वादवार्ता जायन्ते,"As a result of this (above) understanding, intuition and elevated sense of hearing, touch, sight, taste, smell emerge.",What powers does one accquire by having intuition? How can one develop mystical/divine sense experiences?,"When the knowledge of purusha is acquired, these faculties are developed involuntarily, i.e. without the application of samyama.",udānajayājjalapaṅkakaṇñakādiṣvasaṅga utkrāntiśca,Vibhūti-pāda
Patanjali Yoga Sutras,3,37,ते समाधावुपसर्गा व्युत्थाने सिद्धयः,"Although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",Are supernatural powers desirable on the path of Yoga? Does supernatural powers help in Yoga progress? How does siddhis/supernatural powers help in Yoga?,Clearly they are not to be used.,samānajayājjvalanam,Vibhūti-pāda
Patanjali Yoga Sutras,3,38,बन्धकारणशैथिल्यात्प्रचारसंवेदनाच्च चित्तस्य परशरीरावेशः,"By letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",How does detachment help in Yoga? What is the importance of detachment in Yoga? What is the importance of perfectly knowing the the behaviour of the mind? What (supernatural) powers are accquired by developing detachment and thorough knowledge/behaviour of the mind? Is it possible to perfectly know the behaviour of the mind?,Extreme detachment from one’s own body is needed for this to occur.,śrotrākāśayoḥ saṃbandhasaṃyamāddivyaṃ śrotram,Vibhūti-pāda
Patanjali Yoga Sutras,3,39,उदानजयाज्जलपङ्ककण्टकादिष्वसङ्ग उत्क्रान्तिश्च,"By achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",How does perfect control over various pranas (5 pranas) benefit? What is the importance of perfect control over sub-prana called Udaana? How does one levitate by the knowledge of Yoga? How is the power to levitate accquired through Yoga? ,The udana nadi is situated in the throat with its movement poised upwards. It helps the soul leave the body at the time of death.,kāyākāśayoḥ saṃbandhasaṃyamāllaghutūlasamāpatteścākāśagamanam,Vibhūti-pāda
Patanjali Yoga Sutras,3,40,समानजयाज्जवलनम्,"By acheiving mastery over the flow of energy through the solar plexus (samana*), one becomes radiant.",How does perfect control over sub-prana Saamana help in Yoga? What is the importance of perfect control over sub-prana Saamana? How is radiant aura achieved/accquired by Yoga?,The samana nadi is situated in the central region of the body and is responsible for digestion or assimilation of food.,bahirakalpitā vṛttirmahāvidehā tataḥ prakāśāvaraṇakṣayaḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,41,श्रोत्राकाशयोः संबन्धसंयमाद्दिव्यं श्रोत्रम्,"By intently focusing (samyama*) on the inter-relationship of the organ of hearing and space, one can attain divine hearing.",How can one attain divine hearing?,Akasha is the gross element that is related to the hearing organ of perception.,sthūlasvarūpasūkṣmānvayārthavattvasamyaṃādbhūtajayaḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,42,कायाकाशयोः संबन्धसंयमाल्लघुतूलसमापत्तेश्चाऽऽकाशगमनम्,"By intently focusing (samyama*) on the body's connection with the space and cultivating intense concentration (samapatti*) on the lightness as of cotton, one can travel through space.",How can one travel through space?,"An advanced yogi is able to travel through the akasha in three different ways: by projecting himself to the destination, by sitting and bringing the destination where he is or by traveling in his astral body and actually being there.",tato ‘ṇimādiprādurbhāvaḥ kāyasaṃpattaddharmānabhighātaśca,Vibhūti-pāda
Patanjali Yoga Sutras,3,43,बहिरकल्पिता वृत्तिर्महाविदेहा ततः प्रकाशावरणक्षयः,The state of 'great disembodiment' (mahavidheha*) happens when the mind is projected outside the body into a non-imagined state. Then the veil obscuring the mind's radiance is lifted.,How can we become disembodied?,It is possible to project your consciousness to a location outside the body and perceive what is occurring at that location. This Sutra points out that when this is done the inner light is uncovered.,rūpalāvaṇyabalavajrasaṃhananatvāni kāyasaṃpat,Vibhūti-pāda
Patanjali Yoga Sutras,3,44,स्थूलस्वरूपसूक्ष्मान्वयार्थवत्त्वसंयमाद्भूतजयः,"By intently observing the different dimensions of matter such as gross, intrinsic, subtle, interconnectedness (at the level of gunas) and purpose (of objects) with samyama*, one attains mastery over the elements.",How can we attain mastery over nature?,An object has five aspects to it as delineated in this sutra. Samyama on all five leads to mastery of the elements.,grahaṇasvarūpāsmitānvayārthavattvasaṃyamādindriyajayaḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,45,ततोऽणिमादिप्रादुर्भावः कायसंपत्तद्धर्मानभिघातश्च,"As a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. Thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",What is anima? Can we reduce our size through Yoga? Can we transcend the laws of nature? Can Yoga help us in going beyond nature? Name the most popular siddhis attained by Yoga?,Some commentators ascribe these powers to the subtle rather than the physical body.,tato manojavitvaṃ vikaraṇabhāvaḥ pradhānajayaśca,Vibhūti-pāda
Patanjali Yoga Sutras,3,46,रूपलावण्यबलवज्रसंहननत्वानि कायसंपत्,"This level of perfection of the body includes qualities such as beauty, grace, strength, and the indestructibility of a thunderbolt.",Does the body become more powerful due to Yoga? Can Yoga make our body more powerful?,This is acquired as a result of first attaining mastery over the elements as described in Sutra 3.44.,sattvapuruṣānyatākhyātimātrasya sarvabhāvādhiṣñhātṛtvaṃ sarvajñātṛtvaṃ ca,Vibhūti-pāda
Patanjali Yoga Sutras,3,47,ग्रहणस्वरूपास्मितान्वयार्थवत्त्वसंयमादिन्द्रियजयः,"One can gain control over sense organs by samyama* (on the various aspects of sense organs) - the process of obtaining knowledge, basic properties (of the sense organs), the individuating principle (asmita*), the inherent qualities and need (of the gunas*). ",What is asmita? Can we gain control over our senses by Yoga?,"The greater the understanding of the deeper aspects of the function of the sense organs, the greater the control over them.",tadvairāgyādapi doṣabījakṣaye kaivalyam,Vibhūti-pāda
Patanjali Yoga Sutras,3,48,ततो मनोजवित्वं विकरण भावः प्रधानजयश्च,"By doing that (samyama over sense organs) one also accquires ability to travel with the speed of thought, body independant perception and control over fundamental facets of matter (mula prakriti*).",Can we perceive things beyond the senses through Yoga?,These are the further attainments of a profound understanding of the functioning of the sense organs.,sthānyupanimantraṇe saṅgasmayākaraṇaṃ punaraniṣñaprasaṅgāt,Vibhūti-pāda
Patanjali Yoga Sutras,3,49,सत्त्वपुरुषान्यताख्यातिमात्रस्य सर्वभावाधिष्ठातृत्वं सर्वज्ञातृत्वं च,"Only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",How can we become knower of all? How can we gain mastery over ourselves?,"Supremacy over all states of existence refers to omnipotence. Omnipotence and omniscience, though, are not the final goal and must also be given up.",kṣaṇatatkramayoḥ saṃyamādvivekajaṃ jñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,50,तद्वैराग्यादपि दोषबीजक्षये कैवल्यम्,"When one detaches even from this omniscience and mastery, and the seeds of suffering decay, and pristine consciousness realizes its independent existence (state of kaivalya*).",Does self-mastery lead to happiness?,This Sutra gives a method for achieving kaivalya which is nonattachment to omnipotence and omniscience.,jātilakṣaṇadeśairanyatānavacchedāttulyayostataḥ pratopattiḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,51,स्थान्युपनिमन्त्रणे सङ्गस्मयाकरणं पुनरनिष्टप्रसङ्गात्,"Even if the divine beings call upon one, it is vital to refrain from becoming attached or arrogant; otherwise, suffering will resurface.",Should we answer the call of divine beings?,Achieving great powers brings with it two possible obstacles to achieving moksha—the thought of utilizing them and pride in having them.,tārakaṃ sarvaviṣayaṃ sarvathāviṣayamakramaṃ ceti vivekajaṃ jñānam,Vibhūti-pāda
Patanjali Yoga Sutras,3,52,क्षणतत्क्रमयोः संयमाद्विवेकजं ज्ञानम्,"By intently focusing (samyama*) on the succession of moments in time, one gains insights that arise from discernment.",What happens when we meditate on time?,The power to discriminate between purusha and sattva is strengthened by samyama on time as a series of moments in the present.,sattvapuruṣayoḥ śuddhisāmye kaivalyam,Vibhūti-pāda
Patanjali Yoga Sutras,3,53,जातिलक्षणदेशैरन्यतानवच्छेदात्तुल्ययोस्ततः प्रतिपत्तिः,"Due to which, distinction even between seemingly similar things on the basis of species, properties and location can be ascertained.  ",How can we learn to differentiate between similar things?,The heightened  power of discrimination is able to discern between objects that others cannot distinguish between.,janmaoṣadhimantratapaḥsamādhijāḥ siddhayaḥ,Vibhūti-pāda
Patanjali Yoga Sutras,3,54,तारकं सर्वविषयं सर्वथाविषयमक्रमं चेति विवेकजं ज्ञानम्,This liberating insight deconstructs each object and every conditions in an time independant manner (i.e it is never changing unlike any other knowledge) and signifies viveka jnanam* or liberative discernment.,How can we attain liberating discernment?,"This is clearly the highest state of knowledge. The commentators indicate, however, that this discrimination, taraka viveka, is not liberating. It is only the knowledge of discernment, viveka khyati, that is liberating.",jātyantarapariṇāmaḥ prakṛtyāpūrāt,Vibhūti-pāda
Patanjali Yoga Sutras,3,55,सत्त्वपुरुषयोः शुद्धिसाम्ये कैवल्यमिति,The state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,What happens when our intellect becomes pure? Can intellect become as pure as consciousness? Can intellect become as pure as awareness? ,The spiritualized intellect has become so pure it is like a mirror that simply reflects the purusha.,nimittamaprayojakaṃ prakṛtīnāṃ varaṇabhedastu tataḥ kṣtrikavat,Vibhūti-pāda
Patanjali Yoga Sutras,4,1,जन्मौषधिमन्त्रतपः समाधिजाः सिद्धयः,"The mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",What are the ways of attaining mystic powers? Can herbs lead to mystic powers? Can mantras lead to mystic powers? Can someone acquire mystic powers by birth?,There are five different possible causes for attaining paranormal powers. In this Sutra birth means that the powers come at the time of birth because of practice in previous lives.,nirmāṇacittānyasmitāmātrāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,2,जात्यन्तरपरिणामः प्रकृत्यापूरात्,The transformation (or evolution) of a species is a result of nature's abundance. OR The transition to a new form occurs when the natural energies overflow.,How does evolution happen? How do living beings evolve?,The term jati is a broad one referring both to class by birth and species. In either case the Sutra is indicating that a major change in the outer nature comes from a change in the inner nature. The next Sutra completes the idea.,pravṛttibhede prayojakaṃ cittamekamaneṣām,Kaivalya-pāda
Patanjali Yoga Sutras,4,3,निमित्तमप्रयोजकं प्रकृतीनां वरणभेदस्तु ततः क्षेत्रिकवत्,"The transformation from one form to another is not caused by the inherent factors, but they only serve as guidance, akin to a farmer (directing water flow for irrigation).",What causes transformation from one form to another?,"The transformation into this form or that is not driven by the causes proximate to it, just oriented by them, the way a farmer breaks down a barrier to let the water flow in for irrigation.",tatra dhyānajamanāśayam,Kaivalya-pāda
Patanjali Yoga Sutras,4,4,निर्माणचित्तान्यस्मितामात्रात्,Assembly of chitta (mind) is done by ego only. ,What holds the mind in its place? What causes the mind to be assembled?,"Again the vagueness of the Sutra has given rise to some complicated theories of yogis creating a mind. The simplest idea is that the principle of I-am-ness, asmita matra, is the basis for all individualized consciousnesses.",karmāśuklākṛṣṇaṃ yoginastrividhamitareṣām,Kaivalya-pāda
Patanjali Yoga Sutras,4,5,प्रवृत्तिभेदे प्रयोजकं चित्तमेकमनेकेषाम्,A sequence of consciousnesses that create a multitude of unique perceptions is a orchestrated by a single personal consciousness (of the yogi).,How do we perceive the sequence of conscious events?,"Again the vagueness of the Sutra has given rise to some complicated theories of yogis creating a multiplicity of minds from his mind. Again, the simplest idea is that all minds are created from the same “blue print” so to speak which is the principle of “I-am-ness.”",tatastadvipākānuguṇānāmevābhivyaktirvāsanānām,Kaivalya-pāda
Patanjali Yoga Sutras,4,6,तत्र ध्यानजमनाशयम्,Consciousness focused due to meditative absorption does not add to the accumulation of potential impressions (unlike the other four means mentioned in 4.1).,Does meditation also lead to accumulation of impressions?,Again the vagueness of the Sutra has given rise to the interpretation that a yogi is creating another mind through his meditation. The simpler idea is that the practice of meditation changes the mind so that it eventually eliminates stored karma.,jātideśakālavyavahitānāmapyānantaryaṃ smṛtisaṃskārayorekarūpatvāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,7,कर्माशुक्लाकृष्णं योगिनस्त्रिविधमितरेषाम्,"The actions of a (true) yogi is neither white (right) nor black (wrong) unlike others (non-yogi) which are of three types (right, wrong or both).",Can the actions of a Yoga be categorised as good or bad?,"Karma is white meaning positive, black meaning negative or a mixture of both. The non-yogi has all three categories of karma. However, when an advanced yogi acts, the karma is created and simultaneously dissolved.",tāsāmanāditvaṃ cāśiṣo nityatvāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,8,ततस्तद्विपाकानुगुणानामेवाभिव्यक्तिर्वासनानाम्,"From it (the three fold actions), furthur outcome in accordance with the latent subconscious traits manifest .",What are the outcomes of the three fold action?,"Actions produce two types of latent impressions. The latent impression of the action itself is called karmâshaya, karmic deposit.  The latent impression of the feeling occurring at the time of the action is called vasana. When a karma fructifies the vasana corresponding to it also manifests.",hetuphalāśrayālambanaiḥ saïgṛhītatvādeṣāmabhāve tadabhāvaḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,9,जातिदेशकालव्यवहितानामप्यानन्तर्यं स्मृतिसंस्कारयोरेकरूपत्वात्,"Memory and samskaras (subconscious impressions) are essentially identical, therefore, even if (both are) seperated by the virtue of birth, place and time they manifest without any difference of order.",Are memory and samskaras different or the same? Are samskaras same as memory?,The nature of a person in one life carries over into a subsequent one through samskaras being brought forward. This occurs even though the person may be born in different circumstances.,atītānāgataṃ svarūpato ‘tyadhvabhedāddharmāṇām,Kaivalya-pāda
Patanjali Yoga Sutras,4,10,तासामनादित्वं चाऽऽशिषो नित्यत्वात्,These (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,Do the samskaras have a beginning? Does the universe have a beginning? Do our mental impressions have a beginning? Do our mental impressions get created at birth? When does our mind start accumulating impressions? When does our mind start to learn? Is a child born with a blank state?,The process of samskaras carrying forward from one life to the next has always been in existence.,te vyaktasūkṣmā guṇātmānaḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,11,हेतुफलाश्रयालम्बनैः संगृहीतत्वादेषामभावे तदभावः,"(The fourfold pillars that sustains samskara i.e.) Cause, Motive, Substratum, and Object (of impression) are interconnected, thus, it (samskara) becomes non-existent when these (four) do so.",What are the pillars that sustain samskaras?,"Under the influence of the kleshas (cause), an individual acts with a purpose (fruit) toward the object (support) presented to consciousness (substratum). If these are not present, the samskara will not be present.",pariṇāmaikatvādvastutattvam,Kaivalya-pāda
Patanjali Yoga Sutras,4,12,अतीतानागतं स्वरूपतोऽस्त्यध्वभेदाद्धर्माणाम्,"Time periods of past and future are inherent in the underlying foundation (dharmi* refer 3.14), representing distinct aspects in the same continuum of experiential substances (dharma*).",What do the past and future represent?,"Normally when we look at an object, we only see its present form. However, it is also possible to see the object’s past and future.",vastusāmye cittabhedāttayorvibhaktaḥ panthāḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,13,ते व्यक्तसूक्ष्मा गुणात्मानः,"Each of these (past, present or future), whether manifest or subtle, displays characteristics that stem from the fundamental qualities of nature (tri-gunas).",Where does time originate from?,The past and future may be of a physical or mental nature.,na caikacittatantraṃ cedvastu tadapramāṇakaṃ tadā kiṃ syāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,14,परिणामैकत्वाद्  वस्तुतत्त्वम्,The uniformity in/of the transformation is due to the singularity in the elemental quality (or principles).,Why does time seem to flow uniformly?,Objects change their form in consistent patterns.,taduparāgāpekṣitvācittasya vastu jñātājñātam,Kaivalya-pāda
Patanjali Yoga Sutras,4,15,वस्तुसाम्ये चित्तभेदात्तयोर्विभक्तः पन्थाः,"Because there is a multiplicity of minds (perceiving an object) but yet the object remains consistent, there is a difference in nature between the object and the mind (of the observer).",Is the mind made up of the same elements as physical objects? What is the difference between the mind and physical body? What is the difference between the mind and physical objects?,This Sutra is a proof that objects exist independent of the minds that perceive them.,sadā jñātāṣcittavṛttayastatprabhoḥ puruṣasyāpariṇāmitvāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,16,न चैकचित्ततन्त्रं वस्तु तदप्रमाणकं तदा किं स्यात्,"An object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",Does the existence of an object depend on the mind? Does the moon exist when no one is watching? Do objects exist when no one is watching?,This Sutra is also a proof that objects exist independent of the minds that perceive them.,na tatsvābhāsaṃ dṛśyatvāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,17,तदुपरागापेक्षित्वाच्चित्तस्य वस्तु ज्ञाता ज्ञातम्,A thing is either known or not known by the mind depending on whether it is noticed by the mind.,When does an object become known by the mind? What is the role of attention in perception?,"Though an object’s existence is not dependent on a mind observing it, the mind’s knowledge of the object depends on whether or not the mind is colored by it.",ekasamaye cobhayānavadhāraṇam,Kaivalya-pāda
